-0.0339947	-0.0166094	0.0435463	-0.045708	-0.00599402	0.0402822	0.0450669	0.0414394	-0.00618031	-0.00619383	0.00169089	-0.0449145	-0.0475118	-0.00796015	-0.0307851	-0.00839851	-0.0108006	-0.0440527	0.0207662	0.0429189	0.0369696	0.0356833	-0.0490389	0.0018293	0.00670923	0.0355639	-0.0317706	0.0154301	0.00174298	-0.0494563	-0.0207259	0.0300297
-0.413182	-0.394493	0.356779	0.438421	0.390733	0.376621	-0.286663	0.407514	0.384373	0.388366	0.43612	0.437227	-0.428096	0.288914	-0.354342	-0.355792	0.373823	0.402203	-0.316654	-0.321706	0.331381	0.374259	0.341226	0.422898	-0.463838	0.431992	-0.434747	0.356618	0.35968	-0.421155	0.336733	-0.162224
-0.289015	-0.459648	0.467711	0.375163	0.438823	0.460726	-0.402503	0.237038	0.472464	0.456441	0.356663	0.372875	-0.431951	0.467505	-0.441485	-0.441965	0.396099	0.451508	-0.47854	-0.461296	0.305959	0.330561	0.320078	0.483781	-0.378222	0.254686	-0.405142	0.374751	0.421969	-0.461307	0.367548	-0.333637
-0.232451	-0.395909	0.459215	0.35794	0.312868	0.331731	-0.478486	0.479008	0.43218	0.446792	0.426432	0.416375	-0.385423	0.33863	-0.406179	-0.365796	0.465953	0.391836	-0.454325	-0.294954	0.432768	0.265663	0.381819	0.343073	-0.360418	0.296227	-0.33708	0.421905	0.471276	-0.375154	0.424008	-0.475254
-0.59328	-0.437167	0.197637	0.418834	0.471352	0.316497	-0.388996	0.393549	0.340639	0.401857	0.398854	0.338129	-0.293671	0.42387	-0.379222	-0.394476	0.274616	0.383828	-0.433617	-0.231835	0.53108	0.435601	0.389667	0.330543	-0.418776	0.463858	-0.518095	0.334667	0.518571	-0.429273	0.424777	-0.579438
-0.292209	-0.42312	0.436723	0.354142	0.353743	0.466678	-0.353291	0.438398	0.378905	0.398373	0.349753	0.385915	-0.371274	0.463684	-0.344137	-0.347552	0.352072	0.418935	-0.320429	-0.51579	0.478715	0.421882	0.350738	0.35729	-0.392578	0.292286	-0.407688	0.43365	0.377209	-0.416596	0.450502	-0.408612
-0.458159	-0.253641	0.386642	0.402638	0.359838	0.377508	-0.405575	0.441041	0.241766	0.313277	0.298266	0.362389	-0.255208	0.295697	-0.281307	-0.332982	0.357246	0.28436	-0.301659	-0.278856	0.406688	0.291503	0.353594	0.32817	-0.385191	0.372951	-0.412743	0.364401	0.353824	-0.290249	0.269657	-0.412289
-0.396429	-0.323862	0.362317	0.404148	0.378248	0.33358	-0.465197	0.437199	0.380773	0.410474	0.411896	0.418895	-0.310793	0.380412	-0.344741	-0.322759	0.40703	0.387714	-0.353821	-0.433245	0.386697	0.281833	0.447142	0.426444	-0.282145	0.245721	-0.427771	0.26476	0.381755	-0.39601	0.305311	-0.393836
-0.429267	-0.488474	0.321498	0.359267	0.404837	0.395754	-0.454158	0.349878	0.415004	0.322784	0.312801	0.447878	-0.486656	0.401168	-0.427757	-0.476243	0.35748	0.372481	-0.33806	-0.507022	0.501335	0.423923	0.359835	0.357351	-0.265336	0.340402	-0.3981	0.330693	0.38664	-0.337219	0.473866	-0.499126
-0.209798	-0.351312	0.325726	0.451404	0.389886	0.410931	-0.334384	0.391116	0.335078	0.303399	0.449427	0.384829	-0.422717	0.35521	-0.404729	-0.462561	0.423357	0.404091	-0.441435	-0.477576	0.395064	0.461086	0.335406	0.367886	-0.433554	0.459773	-0.376927	0.438426	0.329585	-0.362018	0.45157	-0.486362
-0.438908	-0.344414	0.584604	0.4073	0.282301	0.476207	-0.435019	0.444115	0.351131	0.280594	0.355961	0.487517	-0.412096	0.378908	-0.42619	-0.338377	0.469299	0.415873	-0.364239	-0.349779	0.323165	0.470709	0.257032	0.385788	-0.450058	0.567487	-0.403262	0.430732	0.276422	-0.378421	0.333077	-0.100143
-0.399617	-0.38238	0.470096	0.415746	0.433549	0.462636	-0.402949	0.31247	0.364013	0.37274	0.42472	0.3792	-0.392487	0.355534	-0.423156	-0.346045	0.363513	0.3622	-0.342625	-0.464306	0.369008	0.382831	0.305701	0.449532	-0.453893	0.506317	-0.397896	0.416959	0.430142	-0.361968	0.471133	-0.268883
